id,log_file,model_sha,log_date,is_current,section,op,M,K,N,rows,cols,tiles,lx,rows_per_core,cores,macs,kernel_us,pred_us,err_pct,bw_gbps,memset_us,other_dev_us,total_dev_us,io_hbm_bytes,failed,split_forced,split_actual,compute_us,base_us,turn_us,eff_underfill,pt_eff,loop_us,T_model_us
db_sweep.log:6238,db_sweep.log,2012d4f,,False,"GH gamma (HBM-dom, spill-free) M=N=512 & 768, K=64, cores{8,16,32}",mmwd,512,64,512,512,64,0,1,,32,16777216,5.254,5.278,0.5,124.7,82.666,257.978,345.898,655360,False,,4x8x1,0.46,4.28,0.75,,1.0,,5.28
db_sweep.log:6259,db_sweep.log,2012d4f,,False,"GH gamma (HBM-dom, spill-free) M=N=512 & 768, K=64, cores{8,16,32}",mmwd,768,64,768,768,64,0,1,,8,37748736,14.089,12.3,-12.7,97.7,76.898,413.496,504.483,1376256,False,,2x4x1,4.14,8.94,1.13,,1.0,,12.3
db_sweep.log:6280,db_sweep.log,2012d4f,,False,"GH gamma (HBM-dom, spill-free) M=N=512 & 768, K=64, cores{8,16,32}",mmwd,768,64,768,768,64,0,1,,16,37748736,17.299,11.183,-35.4,79.6,77.595,100.722,195.616,1376256,False,,4x4x1,2.07,8.94,1.13,,1.0,,11.18
db_sweep.log:6282,db_sweep.log,2012d4f,,False,"GH gamma (HBM-dom, spill-free) M=N=512 & 768, K=64, cores{8,16,32}",mmwd,768,64,768,768,64,0,1,,,37748736,,,,,,,,,True,,,,,,,,,
db_sweep.log:6304,db_sweep.log,2012d4f,,False,"BW BW_r/BW_w rank-2 grid: cores=32 (4x8x1), K>=64, tile in [64,448]",mmwd,1792,64,3584,1792,64,0,1,,32,411041792,104.529,97.187,-7.0,129.5,250.802,1261.804,1617.135,13533184,False,,4x8x1,11.27,87.15,3.95,,1.0,,97.19
db_sweep.log:6325,db_sweep.log,2012d4f,,False,"BW BW_r/BW_w rank-2 grid: cores=32 (4x8x1), K>=64, tile in [64,448]",mmwd,1024,128,2048,1024,128,0,1,,32,268435456,31.455,40.874,29.9,158.3,172.523,264.695,468.673,4980736,False,,4x8x1,7.36,32.39,4.51,,1.0,,40.87
db_sweep.log:6346,db_sweep.log,2012d4f,,False,"BW BW_r/BW_w rank-2 grid: cores=32 (4x8x1), K>=64, tile in [64,448]",mmwd,512,512,1024,512,512,0,1,,32,268435456,20.346,27.713,36.2,128.8,126.712,229.383,376.441,2621440,False,,4x8x1,7.36,17.72,6.02,,1.0,,27.71
db_sweep.log:6367,db_sweep.log,2012d4f,,False,"BW BW_r/BW_w rank-2 grid: cores=32 (4x8x1), K>=64, tile in [64,448]",mmwd,1792,2048,512,1792,2048,0,1,,32,1879048192,125.179,116.105,-7.2,90.0,97.951,282.84,505.97,11272192,False,,4x8x1,51.51,77.76,10.53,,1.0,,116.1
db_sweep.log:6388,db_sweep.log,2012d4f,,False,"BW BW_r/BW_w rank-2 grid: cores=32 (4x8x1), K>=64, tile in [64,448]",mmwd,256,2048,512,256,2048,0,1,,32,268435456,26.012,29.157,12.1,131.0,66.744,148.468,241.224,3407872,False,,4x8x1,7.36,23.68,1.5,,1.0,,29.16
db_sweep.log:6417,db_sweep.log,2012d4f,,False,"NP M=2048 K=2048 4x8x1, N{4096..4608 step 64} (per-core tile 512..576)",mmwd,2048,2048,4096,2048,2048,0,1,,32,17179869184,770.332,696.187,-9.6,54.4,333.642,883.219,1987.193,41943040,False,,4x8x1,470.94,283.53,96.3,,1.0,,696.19
db_sweep.log:6419,db_sweep.log,2012d4f,,False,"NP M=2048 K=2048 4x8x1, N{4096..4608 step 64} (per-core tile 512..576)",mmwd,2048,2048,4160,2048,2048,0,1,,,17448304640,,,,,,,,,True,,,,,,,,,
db_sweep.log:6421,db_sweep.log,2012d4f,,False,"NP M=2048 K=2048 4x8x1, N{4096..4608 step 64} (per-core tile 512..576)",mmwd,2048,2048,4224,2048,2048,0,1,,,17716740096,,,,,,,,,True,,,,,,,,,
db_sweep.log:6423,db_sweep.log,2012d4f,,False,"NP M=2048 K=2048 4x8x1, N{4096..4608 step 64} (per-core tile 512..576)",mmwd,2048,2048,4288,2048,2048,0,1,,,17985175552,,,,,,,,,True,,,,,,,,,
db_sweep.log:6425,db_sweep.log,2012d4f,,False,"NP M=2048 K=2048 4x8x1, N{4096..4608 step 64} (per-core tile 512..576)",mmwd,2048,2048,4352,2048,2048,0,1,,,18253611008,,,,,,,,,True,,,,,,,,,
db_sweep.log:6427,db_sweep.log,2012d4f,,False,"NP M=2048 K=2048 4x8x1, N{4096..4608 step 64} (per-core tile 512..576)",mmwd,2048,2048,4416,2048,2048,0,1,,,18522046464,,,,,,,,,True,,,,,,,,,
db_sweep.log:6429,db_sweep.log,2012d4f,,False,"NP M=2048 K=2048 4x8x1, N{4096..4608 step 64} (per-core tile 512..576)",mmwd,2048,2048,4480,2048,2048,0,1,,,18790481920,,,,,,,,,True,,,,,,,,,
db_sweep.log:6431,db_sweep.log,2012d4f,,False,"NP M=2048 K=2048 4x8x1, N{4096..4608 step 64} (per-core tile 512..576)",mmwd,2048,2048,4544,2048,2048,0,1,,,19058917376,,,,,,,,,True,,,,,,,,,
db_sweep.log:6452,db_sweep.log,2012d4f,,False,"NP M=2048 K=2048 4x8x1, N{4096..4608 step 64} (per-core tile 512..576)",mmwd,2048,2048,4608,2048,2048,0,1,,32,19327352832,944.074,791.734,-16.1,48.9,342.347,1152.497,2438.918,46137344,False,,4x8x1,529.81,311.64,108.34,,1.0,,791.73
db_sweep.log:6518,db_sweep.log,2012d4f,,False,"FL softmax vs softmax_noexp @ rpc~32: [8192,2048]t8 [16384,2048]t16 [16384,4096]t16",softmax_row_tiling,,,,8192,2048,8,1,,32,,666.372,673.679,1.1,151.1,523.651,2260.237,3450.26,100663296,False,,,,447.39,192.6,0.95,,,673.68
db_sweep.log:6577,db_sweep.log,2012d4f,,False,"FL softmax vs softmax_noexp @ rpc~32: [8192,2048]t8 [16384,2048]t16 [16384,4096]t16",softmax_noexp_row_tiling,,,,8192,2048,8,1,,32,,640.998,673.68,5.1,157.0,504.883,2378.362,3524.243,100663424,False,,,,447.39,192.6,0.95,,,673.68
db_sweep.log:6635,db_sweep.log,2012d4f,,False,"FL softmax vs softmax_noexp @ rpc~32: [8192,2048]t8 [16384,2048]t16 [16384,4096]t16",softmax_row_tiling,,,,16384,2048,16,1,,32,,1338.599,1347.358,0.7,150.4,2025.681,2924.2,6288.48,201326592,False,,,,894.78,385.2,0.95,,,1347.36
db_sweep.log:6694,db_sweep.log,2012d4f,,False,"FL softmax vs softmax_noexp @ rpc~32: [8192,2048]t8 [16384,2048]t16 [16384,4096]t16",softmax_noexp_row_tiling,,,,16384,2048,16,1,,32,,1283.996,1347.359,4.9,156.8,1214.825,5982.961,8481.782,201326720,False,,,,894.79,385.2,0.95,,,1347.36
db_sweep.log:6752,db_sweep.log,2012d4f,,False,"FL softmax vs softmax_noexp @ rpc~32: [8192,2048]t8 [16384,2048]t16 [16384,4096]t16",softmax_row_tiling,,,,16384,4096,16,1,,32,,2638.337,2694.715,2.1,152.6,2666.431,13783.722,19088.49,402653184,False,,,,1789.57,770.41,0.95,,,2694.72
db_sweep.log:6811,db_sweep.log,2012d4f,,False,"FL softmax vs softmax_noexp @ rpc~32: [8192,2048]t8 [16384,2048]t16 [16384,4096]t16",softmax_noexp_row_tiling,,,,16384,4096,16,1,,32,,2544.515,2694.716,5.9,158.2,2424.674,16010.232,20979.421,402653312,False,,,,1789.57,770.41,0.95,,,2694.72
db_sweep.log:6826,db_sweep.log,2012d4f,,False,"RF neg/copy untiled at floor shapes (raw-BW ceiling ref, confounded)",neg,,,,8192,2048,0,0,,32,,647.889,639.995,-1.2,103.6,419.627,2296.541,3364.057,67108864,False,,,,447.39,192.6,,,,639.99
db_sweep.log:6841,db_sweep.log,2012d4f,,False,"RF neg/copy untiled at floor shapes (raw-BW ceiling ref, confounded)",copy,,,,8192,2048,0,0,,32,,604.254,639.996,5.9,111.1,422.431,2186.954,3213.639,67108992,False,,,,447.39,192.6,,,,640.0
db_sweep.log:6855,db_sweep.log,2012d4f,,False,"RF neg/copy untiled at floor shapes (raw-BW ceiling ref, confounded)",neg,,,,16384,2048,0,0,,32,,1319.216,1279.99,-3.0,101.7,1099.405,6081.259,8499.88,134217728,False,,,,894.78,385.2,,,,1279.99
db_sweep.log:6870,db_sweep.log,2012d4f,,False,"RF neg/copy untiled at floor shapes (raw-BW ceiling ref, confounded)",copy,,,,16384,2048,0,0,,32,,1230.758,1279.991,4.0,109.1,1105.216,5921.636,8257.61,134217856,False,,,,894.79,385.2,,,,1279.99
db_sweep.log:6884,db_sweep.log,2012d4f,,False,"RF neg/copy untiled at floor shapes (raw-BW ceiling ref, confounded)",neg,,,,16384,4096,0,0,,32,,2628.307,2559.979,-2.6,102.1,2252.162,17863.143,22743.612,268435456,False,,,,1789.57,770.41,,,,2559.98
db_sweep.log:6899,db_sweep.log,2012d4f,,False,"RF neg/copy untiled at floor shapes (raw-BW ceiling ref, confounded)",copy,,,,16384,4096,0,0,,32,,2472.966,2559.98,3.5,108.5,2336.409,16454.557,21263.932,268435584,False,,,,1789.57,770.41,,,,2559.98
grand_sweep_20260619_061756.log:15,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1a broadcast one-time-load (FIG1; cores=32, vary ROWS, C=16384)",bcast,,,,64,16384,0,1,,32,,31.268,40.218,28.6,135.2,56.66,304.319,392.247,4227072,False,,,,28.18,12.04,,,,40.22
grand_sweep_20260619_061756.log:27,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1a broadcast one-time-load (FIG1; cores=32, vary ROWS, C=16384)",bcastcol,,,,64,16384,0,1,,32,,33.02,40.054,21.3,127.3,35.678,288.208,356.906,4202496,False,,,,28.02,12.04,,,,40.05
grand_sweep_20260619_061756.log:39,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1a broadcast one-time-load (FIG1; cores=32, vary ROWS, C=16384)",add,,,,64,16384,0,1,,32,,51.316,53.981,5.2,122.6,54.938,248.666,354.92,6291456,False,,,,41.94,12.04,,,,53.98
grand_sweep_20260619_061756.log:51,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1a broadcast one-time-load (FIG1; cores=32, vary ROWS, C=16384)",bcast,,,,128,16384,0,1,,32,,66.349,80.218,20.9,126.9,62.33,377.441,506.12,8421376,False,,,,56.14,24.08,,,,80.22
grand_sweep_20260619_061756.log:63,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1a broadcast one-time-load (FIG1; cores=32, vary ROWS, C=16384)",bcastcol,,,,128,16384,0,1,,32,,79.32,80.109,1.0,106.0,78.439,370.815,528.574,8404992,False,,,,56.03,24.08,,,,80.11
grand_sweep_20260619_061756.log:75,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1a broadcast one-time-load (FIG1; cores=32, vary ROWS, C=16384)",add,,,,128,16384,0,1,,32,,106.532,107.961,1.3,118.1,80.339,332.608,519.479,12582912,False,,,,83.89,24.08,,,,107.96
grand_sweep_20260619_061756.log:87,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1a broadcast one-time-load (FIG1; cores=32, vary ROWS, C=16384)",bcast,,,,256,16384,0,1,,32,,188.082,160.217,-14.8,89.4,130.582,459.431,778.095,16809984,False,,,,112.07,48.15,,,,160.22
grand_sweep_20260619_061756.log:99,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1a broadcast one-time-load (FIG1; cores=32, vary ROWS, C=16384)",bcastcol,,,,256,16384,0,1,,32,,148.768,160.217,7.7,113.0,137.673,461.104,747.545,16809984,False,,,,112.07,48.15,,,,160.22
grand_sweep_20260619_061756.log:111,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1a broadcast one-time-load (FIG1; cores=32, vary ROWS, C=16384)",add,,,,256,16384,0,1,,32,,271.704,215.923,-20.5,92.6,133.439,472.626,877.769,25165824,False,,,,167.77,48.15,,,,215.92
grand_sweep_20260619_061756.log:123,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1b BW size-sweep (FIG2 anchor; neg, rows=2048)",neg,,,,2048,1024,0,1,,-,,78.164,79.999,2.3,107.3,78.756,358.221,515.141,8388608,False,,,,55.92,24.08,,,,80.0
grand_sweep_20260619_061756.log:134,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1b BW size-sweep (FIG2 anchor; neg, rows=2048)",neg,,,,2048,2048,0,1,,-,,158.084,159.999,1.2,106.1,129.347,492.855,780.286,16777216,False,,,,111.85,48.15,,,,160.0
grand_sweep_20260619_061756.log:145,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1b BW size-sweep (FIG2 anchor; neg, rows=2048)",neg,,,,2048,4096,0,1,,-,,319.658,319.997,0.1,105.0,240.446,884.648,1444.752,33554432,False,,,,223.7,96.3,,,,320.0
grand_sweep_20260619_061756.log:156,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P1b BW size-sweep (FIG2 anchor; neg, rows=2048)",neg,,,,2048,8192,0,1,,-,,647.659,639.995,-1.2,103.6,416.902,2147.197,3211.758,67108864,False,,,,447.39,192.6,,,,639.99
grand_sweep_20260619_061756.log:168,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1c read/write V-shape (FIG2; turnaround),read,,,,2048,4096,0,1,,-,,110.931,115.1,3.8,153.6,22.283,16.099,149.313,17039360,False,,,,113.6,1.5,,,,115.1
grand_sweep_20260619_061756.log:179,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1c read/write V-shape (FIG2; turnaround),neg,,,,2048,4096,0,1,,-,,317.64,319.997,0.7,105.6,253.841,837.527,1409.008,33554432,False,,,,223.7,96.3,,,,320.0
grand_sweep_20260619_061756.log:191,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1c read/write V-shape (FIG2; turnaround),mul,,,,2048,4096,0,1,,-,,436.902,431.846,-1.2,115.2,257.578,847.288,1541.768,50331648,False,,,,335.54,96.3,,,,431.85
grand_sweep_20260619_061756.log:207,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1c read/write V-shape (FIG2; turnaround),add3,,,,2048,4096,0,1,,-,,587.457,543.694,-7.4,114.2,255.6,841.752,1684.809,67108864,False,,,,447.39,96.3,,,,543.69
grand_sweep_20260619_061756.log:227,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1c read/write V-shape (FIG2; turnaround),add4,,,,2048,4096,0,1,,-,,686.612,655.542,-4.5,122.2,299.286,773.561,1759.459,83886080,False,,,,559.24,96.3,,,,655.54
grand_sweep_20260619_061756.log:239,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1c read/write V-shape (FIG2; turnaround),write,,,,2048,4096,0,1,,-,,152.865,115.202,-24.6,111.5,253.467,837.401,1243.733,17047552,False,,,,113.65,1.55,,,,115.2
grand_sweep_20260619_061756.log:250,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1c read/write V-shape (FIG2; turnaround),read,,,,2048,8192,0,1,,-,,218.556,226.949,3.8,154.7,20.918,14.99,254.464,33816576,False,,,,225.44,1.5,,,,226.95
grand_sweep_20260619_061756.log:261,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1c read/write V-shape (FIG2; turnaround),neg,,,,2048,8192,0,1,,-,,648.75,639.995,-1.3,103.4,419.654,2148.685,3217.089,67108864,False,,,,447.39,192.6,,,,639.99
grand_sweep_20260619_061756.log:273,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1c read/write V-shape (FIG2; turnaround),write,,,,2048,8192,0,1,,-,,497.957,227.152,-54.4,67.9,416.638,2128.474,3043.069,33832960,False,,,,225.55,1.6,,,,227.15
grand_sweep_20260619_061756.log:285,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1d reductions (FIG2 read-only + sumcol),sumrow,,,,2048,4096,0,1,,-,,110.791,115.1,3.9,153.8,20.965,15.015,146.771,17039360,False,,,,113.6,1.5,,,,115.1
grand_sweep_20260619_061756.log:296,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1d reductions (FIG2 read-only + sumcol),sumcol,,,,2048,4096,0,1,,-,,145.173,111.95,-22.9,115.6,10.224,8.276,163.673,16785408,False,,,,111.9,0.05,,,,111.95
grand_sweep_20260619_061756.log:307,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P1d reductions (FIG2 read-only + sumcol),amax,,,,2048,4096,0,1,,-,,111.39,115.1,3.3,153.0,25.621,14.99,152.001,17039360,False,,,,113.6,1.5,,,,115.1
grand_sweep_20260619_061756.log:309,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,,,2,0,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:310,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,,,2,1,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:311,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,,,4,0,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:312,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,,,4,1,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:313,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,,,8,0,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:314,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,,,8,1,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:315,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,,,16,0,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:316,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,,,16,1,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:318,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2b coarse-tile op coverage (ctamax, ctamin; K=8)",ctamax,,,,,,8,0,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:319,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2b coarse-tile op coverage (ctamax, ctamin; K=8)",ctamax,,,,,,8,1,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:320,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2b coarse-tile op coverage (ctamax, ctamin; K=8)",ctamin,,,,,,8,0,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:321,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2b coarse-tile op coverage (ctamax, ctamin; K=8)",ctamin,,,,,,8,1,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:323,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2c coarse-tile D-sweep (ctsum K=8, LX off, B=2048)",ctsum,,,,,,8,0,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:324,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2c coarse-tile D-sweep (ctsum K=8, LX off, B=2048)",ctsum,,,,,,8,0,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:325,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,"P2c coarse-tile D-sweep (ctsum K=8, LX off, B=2048)",ctsum,,,,,,8,0,,,,,,,,,,,,True,,,,,,,,,
grand_sweep_20260619_061756.log:337,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P2d untiled reduction baselines (B=2048 D=512),ctsum,,,,2048,512,1,0,,-,,16.455,13.994,-15.0,127.5,11.249,6.539,34.243,2098176,False,,,,13.99,0.01,,,,13.99
grand_sweep_20260619_061756.log:348,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P2d untiled reduction baselines (B=2048 D=512),ctamax,,,,2048,512,1,0,,-,,16.326,13.994,-14.3,128.5,10.376,8.279,34.981,2098176,False,,,,13.99,0.01,,,,13.99
grand_sweep_20260619_061756.log:359,grand_sweep_20260619_061756.log,3966ebf,20260619_061756,False,P2d untiled reduction baselines (B=2048 D=512),ctamin,,,,2048,512,1,0,,-,,17.042,13.994,-17.9,123.1,11.354,6.54,34.936,2098176,False,,,,13.99,0.01,,,,13.99
grand_sweep_20260619_151132.log:22,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,2048,512,2,0,,-,,18.488,14.073,-23.9,113.9,57.718,79.758,155.964,2106496,False,,,,14.04,0.03,,,0.0,14.07
grand_sweep_20260619_151132.log:41,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,2048,512,2,1,,-,,17.839,14.073,-21.1,118.1,60.377,78.043,156.259,2106496,False,,,,14.04,0.03,,,0.0,14.07
grand_sweep_20260619_151132.log:60,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,2048,512,4,0,,-,,19.393,14.151,-27.0,109.0,61.056,90.821,171.27,2114688,False,,,,14.1,0.05,,,0.0,14.15
grand_sweep_20260619_151132.log:79,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,2048,512,4,1,,-,,19.168,14.151,-26.2,110.3,59.3,156.623,235.091,2114688,False,,,,14.1,0.05,,,0.0,14.15
grand_sweep_20260619_151132.log:98,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,2048,512,8,0,,-,,22.252,14.307,-35.7,95.8,63.305,182.464,268.021,2131072,False,,,,14.21,0.1,,,0.0,14.31
grand_sweep_20260619_151132.log:117,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,2048,512,8,1,,-,,22.91,14.307,-37.6,93.0,60.934,146.378,230.222,2131072,False,,,,14.21,0.1,,,0.0,14.31
grand_sweep_20260619_151132.log:136,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,2048,512,16,0,,-,,30.476,14.62,-52.0,71.0,69.012,189.232,288.72,2163840,False,,,,14.43,0.19,,,0.0,14.62
grand_sweep_20260619_151132.log:155,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2a coarse-tile K-sweep (ctsum, B=2048 D=512; LX off+on)",ctsum,,,,2048,512,16,1,,-,,30.684,14.62,-52.4,70.5,77.055,190.689,298.428,2163840,False,,,,14.43,0.19,,,0.0,14.62
grand_sweep_20260619_151132.log:175,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2b coarse-tile op coverage (ctamax, ctamin; K=8)",ctamax,,,,2048,512,8,0,,-,,22.754,14.307,-37.1,93.7,68.737,93.414,184.905,2131072,False,,,,14.21,0.1,,,0.0,14.31
grand_sweep_20260619_151132.log:194,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2b coarse-tile op coverage (ctamax, ctamin; K=8)",ctamax,,,,2048,512,8,1,,-,,23.023,14.307,-37.9,92.6,64.298,181.737,269.058,2131072,False,,,,14.21,0.1,,,0.0,14.31
grand_sweep_20260619_151132.log:213,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2b coarse-tile op coverage (ctamax, ctamin; K=8)",ctamin,,,,2048,512,8,0,,-,,22.97,14.307,-37.7,92.8,62.743,173.384,259.097,2131072,False,,,,14.21,0.1,,,0.0,14.31
grand_sweep_20260619_151132.log:232,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2b coarse-tile op coverage (ctamax, ctamin; K=8)",ctamin,,,,2048,512,8,1,,-,,23.094,14.307,-38.0,92.3,478.373,171.606,673.073,2131072,False,,,,14.21,0.1,,,0.0,14.31
grand_sweep_20260619_151132.log:252,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2c coarse-tile D-sweep (ctsum K=8, LX off, B=2048)",ctsum,,,,2048,64,8,0,,-,,11.874,1.789,-84.9,22.4,69.427,137.94,219.241,266496,False,,,,1.78,0.01,,,0.0,1.79
grand_sweep_20260619_151132.log:271,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2c coarse-tile D-sweep (ctsum K=8, LX off, B=2048)",ctsum,,,,2048,256,8,0,,-,,15.081,7.154,-52.6,70.7,63.554,83.858,162.493,1065600,False,,,,7.1,0.05,,,0.0,7.15
grand_sweep_20260619_151132.log:290,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,"P2c coarse-tile D-sweep (ctsum K=8, LX off, B=2048)",ctsum,,,,2048,1024,8,0,,-,,40.198,28.613,-28.8,106.0,57.954,169.959,268.111,4262016,False,,,,28.41,0.2,,,0.0,28.61
grand_sweep_20260619_151132.log:302,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,P2d untiled reduction baselines (B=2048 D=512),ctsum,,,,2048,512,1,0,,-,,16.505,13.994,-15.2,127.1,10.983,8.518,36.006,2098176,False,,,,13.99,0.01,,,,13.99
grand_sweep_20260619_151132.log:313,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,P2d untiled reduction baselines (B=2048 D=512),ctamax,,,,2048,512,1,0,,-,,16.963,13.994,-17.5,123.7,11.187,114.108,142.258,2098176,False,,,,13.99,0.01,,,,13.99
grand_sweep_20260619_151132.log:324,grand_sweep_20260619_151132.log,3120bdc,20260619_151132,False,P2d untiled reduction baselines (B=2048 D=512),ctamin,,,,2048,512,1,0,,-,,15.855,13.994,-11.7,132.3,11.669,6.35,33.874,2098176,False,,,,13.99,0.01,,,,13.99
ir_ops_20260702_125522.log:115,ir_ops_20260702_125522.log,,20260702_125522,False,,transpose,,,,512,1024,0,1,,32,,17.951,20.0,11.4,116.8,42.501,168.111,228.563,2097152,False,,,,13.98,6.02,,,,20.0
ir_ops_20260702_125522.log:232,ir_ops_20260702_125522.log,,20260702_125522,False,,cat0,,,,512,1024,0,1,,32,,32.76,26.99,-17.6,96.0,66.28,263.741,362.781,3145728,False,,,,20.97,6.02,,,,26.99
ir_ops_20260702_125522.log:349,ir_ops_20260702_125522.log,,20260702_125522,False,,cat1,,,,512,1024,0,1,,32,,28.1,26.99,-3.9,111.9,69.177,250.808,348.085,3145728,False,,,,20.97,6.02,,,,26.99
ir_ops_20260702_125522.log:469,ir_ops_20260702_125522.log,,20260702_125522,False,,sumcol,,,,512,1024,0,1,,32,,9.303,7.016,-24.6,112.9,17.547,14.119,40.969,1050624,False,,,,7.0,0.01,,,,7.02
